number,scientific_name,english_common_name
4102,Peromyscus mekisturus,Mouse
4103,Peromyscus melanocarpus,Mouse
4104,Peromyscus melanophrys,Mouse
4105,Peromyscus melanotis,Mouse
4106,Peromyscus merriami,Mouse
4107,Peromyscus mexicanus,Mouse
4108,Peromyscus nasutus,Mouse
4109,Peromyscus nudipes,Mouse
4110,Peromyscus ochraventer,Mouse
4111,Peromyscus pectoralis,Mouse
4112,Peromyscus pembertoni,Mouse
4113,Peromyscus perfulvus,Mouse
4114,Peromyscus polionotus,Mouse
4115,Peromyscus polius,Mouse
4116,Peromyscus pseudocrinitus,Mouse
4117,Peromyscus purepechus,Mouse
4118,Peromyscus sagax,Mouse
4119,Peromyscus schmidlyi,Mouse
4120,Peromyscus sejugis,Mouse
4121,Peromyscus simulus,Mouse
4122,Peromyscus slevini,Mouse
4123,Peromyscus sonoriensis,Mouse
4124,Peromyscus spicilegus,Mouse
4125,Peromyscus stephani,Mouse
4126,Peromyscus stirtoni,Mouse
4127,Peromyscus truei,Mouse
4128,Peromyscus winkelmanni,Mouse
4129,Peromyscus yucatanicus,Mouse
4130,Peromyscus zarhynchus,Mouse
4131,Peropteryx kappleri,Bat
4132,Peropteryx leucoptera,Bat
4133,Peropteryx macrotis,Bat
4134,Peropteryx pallidoptera,Bat
4135,Peropteryx trinitatis,Bat
4136,Peroryctes broadbenti,Bandicoot
4137,Peroryctes raffrayana,Bandicoot
4138,Petaurillus kinlochii,Flying Squirrel
4139,Petaurista albiventer,Flying Squirrel
4140,Petaurista alborufus,Flying Squirrel
4141,Petaurista caniceps,Flying Squirrel
4142,Petaurista elegans,Flying Squirrel
4143,Petaurista grandis,Flying Squirrel
4144,Petaurista hainana,Flying Squirrel
4145,Petaurista lena,Flying Squirrel
4146,Petaurista leucogenys,Flying Squirrel
4147,Petaurista petaurista,Flying Squirrel
4148,Petaurista philippensis,Flying Squirrel
4149,Petaurista xanthotis,Flying Squirrel
4150,Petaurista yunanensis,Flying Squirrel
4151,Petauroides volans,Glider
4152,Petaurus abidi,Glider
4153,Petaurus ariel,Glider
4154,Petaurus australis,Glider
4155,Petaurus breviceps,Sugar Glider
4156,Petaurus gracilis,Glider
4157,Petaurus norfolcensis,Glider
4158,Petaurus notatus,Sugar Glider
4159,Petaurus papuanus,Glider
4160,Petinomys fuscocapillus,Flying Squirrel
4161,Petinomys setosus,Flying Squirrel
4162,Petrodromus tetradactylus,Elephant Shrew
4163,Petrogale assimilis,Wallaby
4164,Petrogale brachyotis,Wallaby
4165,Petrogale burbidgei,Wallaby
4166,Petrogale coenensis,Wallaby
4167,Petrogale concinna,Rock Wallaby
4168,Petrogale godmani,Wallaby
4169,Petrogale herberti,Wallaby
4170,Petrogale inornata,Wallaby
4171,Petrogale lateralis,Wallaby
4172,Petrogale mareeba,Wallaby
4173,Petrogale penicillata,Wallaby
4174,Petrogale persephone,Rock Wallaby
4175,Petrogale purpureicollis,Rock Wallaby
4176,Petrogale rothschildi,Wallaby
4177,Petrogale sharmani,Wallaby
4178,Petrogale wilkinsi,Wallaby
4179,Petrogale xanthopus,Rock Wallaby
4181,Petromyscus collinus,Mouse
4182,Petromyscus monticularis,Mouse
4184,Phacochoerus aethiopicus,Warthog
4185,Phacochoerus africanus,Warthog
4186,Phaenomys ferrugineus,Mouse
4187,Phalanger carmelitae,Possum
4188,Phalanger gymnotis,Possum
4189,Phalanger lullulae,Possum
4190,Phalanger maculatus,Cuscus
4191,Phalanger matanim,Possum
4192,Phalanger orientalis,Cuscus
4193,Phalanger sericeus,Possum
4194,Phalanger vestitus,Possum
4195,Phaner electromontis,Lemur
4196,Phaner furcifer,Lemur
4198,Phaner parienti,Lemur
4199,Phascogale calura,Red-tailed Phascogale
4201,Phascogale tapoatafa,Brush-tailed Phascogale
4202,Phascolarctos cinereus,Koala
4205,Phataginus tetradactyla,Pangolin
4206,Phataginus tricuspis,Pangolin
4207,Phenacomys intermedius,Mouse
4208,Phenacomys ungava,Mouse
4209,Philander andersoni,Opossum
4210,Philander canus,Opossum
4211,Philander frenatus,Opossum
4212,Philander mcilhennyi,Opossum
4213,Philander melanurus,Opossum
4214,Philander nigratus,Opossum
4215,Philander opossum,Opossum
4216,Philander pallidus,Opossum
4217,Philander pebas,Opossum
4218,Philander quica,Opossum
4219,Philantomba maxwellii,Duiker
4220,Philantomba monticola,Duiker
4222,Philetor brachypterus,Bat
4223,Phloeomys cumingi,Rat
4224,Phloeomys pallidus,Rat
4225,Phoca fasciata,Seal
4226,Phoca groenlandica,Harp Seal
4227,Phoca largha,Seal
4228,Phoca vitulina,Seal
4229,Phocarctos hookeri,Seal
4230,Phocoena dioptrica,Porpoise
4231,Phocoena phocoena,Harbor Porpoise
4232,Phocoena sinus,Vaquita
4233,Phocoena spinipinnis,Porpoise
4234,Phocoenoides dalli,Porpoise
4235,Phodopus campbelli,Hamster
4236,Phodopus roborovskii,Hamster
4237,Phodopus sungorus,Dwarf Hamster
4238,Phoniscus jagorii,Bat
4239,Phylloderma stenops,Bat
4243,Phyllomys dasythrix,Mouse
4246,Phyllomys lundi,Mouse
4252,Phyllonycteris aphylla,Bat
4253,Phyllonycteris obtusa,Bat
4254,Phyllonycteris poeyi,Bat
4255,Phyllops falcatus,Bat
4256,Phyllostomus discolor,Bat
4257,Phyllostomus elongatus,Bat
4258,Phyllostomus hastatus,Bat
4259,Phyllostomus latifolius,Bat
4260,Phyllotis alisosiensis,Mouse
4261,Phyllotis amicus,Mouse
4262,Phyllotis andium,Mouse
4263,Phyllotis anitae,Mouse
4264,Phyllotis bonariensis,Mouse
4265,Phyllotis caprinus,Mouse
4266,Phyllotis darwinii,Mouse
4267,Phyllotis definitus,Mouse
4268,Phyllotis gerbillus,Mouse
4269,Phyllotis haggardi,Mouse
4270,Phyllotis limatus,Mouse
4271,Phyllotis magister,Mouse
4272,Phyllotis osgoodi,Mouse
4273,Phyllotis osilae,Mouse
4274,Phyllotis pearsoni,Mouse
4275,Phyllotis rupestris,Mouse
4276,Phyllotis stenops,Mouse
4277,Phyllotis vaccarum,Mouse
4278,Phyllotis wolffsohni,Mouse
4279,Phyllotis xanthopygus,Mouse
4280,Physeter macrocephalus,Sperm Whale
4281,Piliocolobus badius,Monkey
4282,Piliocolobus foai,Monkey
4283,Piliocolobus gordonorum,Monkey
4284,Piliocolobus kirkii,Monkey
4285,Piliocolobus pennantii,Monkey
4286,Piliocolobus preussi,Monkey
4287,Piliocolobus rufomitratus,Monkey
4288,Piliocolobus tephrosceles,Monkey
4289,Piliocolobus tholloni,Monkey
4290,Pipanacoctomys aureus,Mouse
4291,Pipistrellus abramus,Bat
4292,Pipistrellus ceylonicus,Bat
4293,Pipistrellus coromandra,Bat
4294,Pipistrellus dhofarensis,Bat
4295,Pipistrellus endoi,Bat
4296,Pipistrellus hanaki,Bat
4297,Pipistrellus hesperidus,Bat
4298,Pipistrellus javanicus,Bat
4299,Pipistrellus kuhlii,Bat
4300,Pipistrellus maderensis,Bat
4301,Pipistrellus nanulus,Bat
4302,Pipistrellus nathusii,Bat
4303,Pipistrellus paterculus,Bat
4304,Pipistrellus pipistrellus,Bat
4305,Pipistrellus pygmaeus,Bat
4306,Pipistrellus raceyi,Bat
4307,Pipistrellus rusticus,Bat
4308,Pipistrellus stenopterus,Bat
4309,Pipistrellus tenuis,Bat
4310,Pithecheir melanurus,Monkey
4311,Pithecheir parva,Monkey
4312,Pithecia aequatorialis,Monkey
4313,Pithecia albicans,Monkey
4314,Pithecia chrysocephala,Monkey
4315,Pithecia hirsuta,Monkey
4316,Pithecia irrorata,Monkey
4317,Pithecia mittermeieri,Monkey
4318,Pithecia monachus,Monkey
4319,Pithecia pissinatti,Monkey
4320,Pithecia pithecia,Monkey
4321,Pithecia vanzolinii,Monkey
4326,Planigale maculata,Mouse
4327,Planigale novaeguineae,Mouse
4329,Planigale tenuirostris,Mouse
4331,Platalina genovensium,Bat
4332,Platanista gangetica,River Dolphin
4333,Platanista indi,Dolphin
4334,Platanista minor,Dolphin
4335,Platygonus compressus,Peccary
4336,Platyrrhinus albericoi,Bat
4337,Platyrrhinus angustirostris,Bat
4338,Platyrrhinus aurarius,Bat
4339,Platyrrhinus brachycephalus,Bat
4340,Platyrrhinus chocoensis,Bat
4341,Platyrrhinus dorsalis,Bat
4342,Platyrrhinus fusciventris,Bat
4343,Platyrrhinus guianensis,Bat
4344,Platyrrhinus helleri,Bat
4345,Platyrrhinus incarum,Bat
4346,Platyrrhinus infuscus,Bat
4347,Platyrrhinus ismaeli,Bat
4348,Platyrrhinus lineatus,Bat
4349,Platyrrhinus masu,Bat
4350,Platyrrhinus matapalensis,Bat
4351,Platyrrhinus recifinus,Bat
4352,Platyrrhinus umbratus,Bat
4353,Platyrrhinus vittatus,Bat
4354,Plecotus auritus,Bat
4355,Plecotus austriacus,Bat
4356,Plecotus balensis,Bat
4357,Plecotus christii,Bat
4358,Plecotus gaisleri,Bat
4359,Plecotus gobiensis,Bat
4360,Plecotus homochrous,Bat
4361,Plecotus kolombatovici,Bat
4362,Plecotus kozlovi,Bat
4363,Plecotus macrobullaris,Bat
4364,Plecotus ognevi,Bat
4365,Plecotus sacrimontis,Bat
4366,Plecotus sardus,Bat
4367,Plecotus strelkovi,Bat
4368,Plecotus teneriffae,Bat
4369,Plecotus turkmenicus,Bat
4370,Plecotus wardi,Bat
4371,Plecturocebus bernhardi,Monkey
4372,Plecturocebus brunneus,Monkey
4373,Plecturocebus caligatus,Monkey
4374,Plecturocebus cinerascens,Monkey
4375,Plecturocebus cupreus,Monkey
4376,Plecturocebus discolor,Monkey
4377,Plecturocebus donacophilus,Monkey
4378,Plecturocebus dubius,Monkey
4379,Plecturocebus grovesi,Monkey
4380,Plecturocebus hoffmannsi,Monkey
4381,Plecturocebus miltoni,Monkey
4382,Plecturocebus moloch,Monkey
4383,Plecturocebus oenanthe,Monkey
4384,Plecturocebus toppini,Monkey
4385,Plecturocebus vieirai,Monkey
4386,Plerotes anchietae,Bat
4389,Podomys floridanus,Mouse
4390,Podoxymys roraimae,Mouse
4392,Poelagus marjorita,Rabbit
4393,Pogonomelomys mayeri,Mouse
4394,Pogonomys loriae,Mouse
4395,Pogonomys macrourus,Mouse
4396,Pogonomys mollipilosus,Mouse
4397,Pogonomys sylvestris,Mouse
4399,Poliocitellus franklinii,Ground Squirrel
4400,Pongo abelii,Orangutan
4401,Pongo pygmaeus,Orangutan
4402,Pongo tapanuliensis,Orangutan
4403,Pontoporia blainvillei,Dolphin
4404,Porcula salvania,Pig
4405,Potamochoerus larvatus,Bushpig
4406,Potamochoerus porcus,Red River Hog
4407,Potamogale velox,Otter Shrew
4411,Potorous tridactylus,Rat-kangaroo
4412,Potos flavus,Kinkajou
4413,Praomys coetzeei,Mouse
4414,Praomys daltoni,Mouse
4415,Praomys degraaffi,Mouse
4416,Praomys derooi,Mouse
4417,Praomys erythroleucus,Mouse
4418,Praomys fumatus,Mouse
4419,Praomys hartwigi,Mouse
4420,Praomys jacksoni,Mouse
4421,Praomys lukolelae,Mouse
4422,Praomys mattheyi,Mouse
4423,Praomys minor,Mouse
4424,Praomys misonnei,Mouse
4425,Praomys morio,Mouse
4426,Praomys mutoni,Mouse
4427,Praomys obscurus,Mouse
4428,Praomys petteri,Mouse
4429,Praomys rostratus,Mouse
4430,Praomys taitae,Mouse
4431,Praomys tullbergi,Mouse
4432,Presbytis bicolor,Monkey
4433,Presbytis chrysomelas,Monkey
4434,Presbytis comata,Monkey
4435,Presbytis femoralis,Monkey
4436,Presbytis frontata,Monkey
4437,Presbytis hosei,Monkey
4438,Presbytis melalophos,Monkey
4439,Presbytis potenziani,Monkey
4440,Presbytis rubicunda,Monkey
4441,Presbytis senex,Monkey
4442,Presbytis siberu,Monkey
4443,Presbytis sumatrana,Monkey
4444,Presbytis thomasi,Monkey
4445,Priapomys leonardi,Mouse
4446,Priodontes maximus,Giant Armadillo
4447,Prionailurus bengalensis,Leopard Cat
4448,Prionailurus iriomotensis,Iriomote Cat
4449,Prionailurus planiceps,Flat-headed Cat
4450,Prionailurus rubiginosus,Rusty-spotted Cat
4451,Prionailurus viverrinus,Fishing Cat
4454,Procapra gutturosa,Gazelle
4455,Procapra picticaudata,Tibetan Gazelle
4456,Procapra przewalskii,Przewalski's Gazelle
4457,Procavia capensis,Hyrax
4458,Procavia johnstoni,Hyrax
4459,Procolobus verus,Monkey
4460,Procyon cancrivorus,Raccoon
4461,Procyon lotor,Raccoon
4462,Procyon minor,Raccoon
4463,Procyon pygmaeus,Raccoon
4464,Proechimys brevicauda,Rat
4465,Proechimys cuvieri,Rat
4466,Proechimys echinothrix,Rat
4467,Proechimys gardneri,Mouse
4468,Proechimys goeldii,Mouse
4469,Proechimys guairae,Mouse
4470,Proechimys gularis,Mouse
4471,Proechimys guyannensis,Mouse
4472,Proechimys hoplomyoides,Mouse
4473,Proechimys kulinae,Mouse
4474,Proechimys longicaudatus,Mouse
4475,Proechimys mincae,Mouse
4476,Proechimys oris,Mouse
4477,Proechimys pattoni,Mouse
4478,Proechimys poliopus,Mouse
4479,Proechimys quadruplicatus,Mouse
4480,Proechimys roberti,Mouse
4481,Proechimys semispinosus,Rat
4482,Proechimys simonsi,Mouse
4483,Proechimys steerei,Rat
4484,Proechimys trinitatis,Mouse
4485,Proedromys bedfordi,Mouse
4486,Profelis aurata,Cat
4488,Prolemur simus,Lemur
4489,Prometheomys schaposchnikovi,Mouse
4490,Promops centralis,Bat
4491,Promops davisoni,Bat
4492,Promops nasutus,Bat
4493,Pronolagus crassicaudatus,Rabbit
4494,Pronolagus randensis,Rabbit
4495,Pronolagus rupestris,Rabbit
4496,Pronolagus saundersiae,Rabbit
4497,Propithecus candidus,Lemur
4498,Propithecus coquereli,Lemur
4499,Propithecus deckenii,Sifaka
4500,Propithecus diadema,Sifaka
4501,Propithecus edwardsi,Lemur
4502,Propithecus perrieri,Lemur
4503,Propithecus tattersalli,Lemur
4504,Propithecus verreauxi,Lemur
4505,Prosciurillus abstrusus,Squirrel
4506,Prosciurillus leucomus,Squirrel
4507,Prosciurillus murinus,Squirrel
4508,Prosciurillus weberi,Squirrel
4509,Proteles cristata,Aardwolf
4510,Proteles septentrionalis,Aardwolf
4511,Protemnodon anak,Kangaroo
4512,Protoxerus stangeri,Squirrel
4513,Psammomys obesus,Mouse
4514,Psammomys vexillaris,Mouse
4521,Pseudocheirus occidentalis,Possum
4522,Pseudocheirus peregrinus,Possum
4523,Pseudochirops albertisii,Possum
4524,Pseudochirops archeri,Possum
4525,Pseudochirops corinnae,Possum
4526,Pseudochirops cupreus,Possum
4527,Pseudochirops dahlii,Possum
4528,Pseudochirulus canescens,Possum
4529,Pseudochirulus caroli,Possum
4532,Pseudochirulus mayeri,Possum
4533,Pseudohydromys ellermani,Mouse
4534,Pseudohydromys musseri,Mouse
4536,Pseudois nayaur,Blue Sheep
4537,Pseudois schaeferi,Blue Sheep
4538,Pseudomys albocinereus,Mouse
4539,Pseudomys apodemoides,Mouse
4540,Pseudomys australis,Mouse
4541,Pseudomys bolami,Mouse
4542,Pseudomys calabyi,Mouse
4543,Pseudomys chapmani,Mouse
4544,Pseudomys delicatulus,Mouse
4545,Pseudomys desertor,Mouse
4546,Pseudomys fieldi,Mouse
4547,Pseudomys fumeus,Mouse
4548,Pseudomys gouldii,Mouse
4549,Pseudomys gracilicaudatus,Mouse
4550,Pseudomys hermannsburgensis,Mouse
4551,Pseudomys higginsi,Mouse
4552,Pseudomys johnsoni,Mouse
4553,Pseudomys laborifex,Mouse
4554,Pseudomys nanus,Mouse
4555,Pseudomys novaehollandiae,Mouse
4556,Pseudomys occidentalis,Mouse
4557,Pseudomys oralis,Mouse
4558,Pseudomys patrius,Mouse
4559,Pseudomys pilligaensis,Mouse
4560,Pseudomys shortridgei,Mouse
4562,Pseudorca crassidens,False Killer Whale
4563,Pseudoromicia brunnea,Bat
4564,Pseudoromicia isabella,Bat
4565,Pseudoromicia kityoi,Bat
4566,Pseudoromicia mbamminkom,Bat
4567,Pseudoromicia nyanza,Bat
4568,Pseudoromicia principis,Bat
4569,Pseudoromicia rendalli,Bat
4570,Pseudoromicia roseveari,Bat
4571,Pseudoromicia tenuipinnis,Bat
4573,Pseudoryzomys simplex,Mouse
4574,Pseudosoriculus fumidus,Shrew
4575,Ptenochirus jagorii,Bat
4576,Ptenochirus minor,Bat
4577,Ptenochirus wetmorei,Bat
4578,Pteralopex atrata,Bat
4579,Pteralopex taki,Bat
4580,Pteromys momonga,Flying Squirrel
4581,Pteromys volans,Flying Squirrel
4582,Pteromyscus pulverulentus,Squirrel
4583,Pteronotus alitonus,Bat
4584,Pteronotus davyi,Bat
4585,Pteronotus fuliginosus,Bat
4586,Pteronotus fulvus,Bat
4587,Pteronotus gymnonotus,Bat
4588,Pteronotus macleayii,Bat
4589,Pteronotus mesoamericanus,Bat
4590,Pteronotus parnellii,Bat
4591,Pteronotus personatus,Bat
4592,Pteronotus psilotis,Bat
4593,Pteronotus pusillus,Bat
4594,Pteronotus quadridens,Bat
4595,Pteronotus rubiginosus,Bat
4596,Pteronura brasiliensis,Giant Otter
4597,Pteropus admiralitatum,Bat
4598,Pteropus aldabrensis,Bat
4599,Pteropus alecto,Bat
4600,Pteropus anetianus,Bat
4601,Pteropus caniceps,Bat
4602,Pteropus capistratus,Bat
4603,Pteropus chrysoproctus,Bat
4604,Pteropus cognatus,Bat
4605,Pteropus conspicillatus,Bat
4606,Pteropus dasymallus,Bat
4607,Pteropus faunulus,Bat
4608,Pteropus fundatus,Bat
4609,Pteropus gilliardi,Bat
4610,Pteropus griseus,Bat
4611,Pteropus hypomelanus,Bat
4612,Pteropus livingstonii,Bat
4613,Pteropus lombocensis,Bat
4614,Pteropus lylei,Bat
4615,Pteropus macrotis,Bat
4616,Pteropus mahaganus,Bat
4617,Pteropus mariannus,Bat
4618,Pteropus medius,Bat
4619,Pteropus melanopogon,Bat
4620,Pteropus melanotus,Bat
4621,Pteropus molossinus,Bat
4622,Pteropus neohibernicus,Bat
4623,Pteropus niger,Bat
4624,Pteropus nitendiensis,Bat
4625,Pteropus ocularis,Bat
4626,Pteropus ornatus,Bat
4627,Pteropus pelagicus,Bat
4628,Pteropus pelewensis,Bat
4629,Pteropus personatus,Bat
4630,Pteropus pohlei,Bat
4631,Pteropus poliocephalus,Bat
4632,Pteropus pselaphon,Bat
4633,Pteropus pumilus,Bat
4634,Pteropus rayneri,Bat
4635,Pteropus rennelli,Bat
4636,Pteropus rodricensis,Bat
4637,Pteropus rufus,Bat
4638,Pteropus samoensis,Bat
4639,Pteropus scapulatus,Bat
4640,Pteropus seychellensis,Bat
4641,Pteropus speciosus,Bat
4642,Pteropus temminckii,Bat
4643,Pteropus tokudae,Bat
4644,Pteropus tonganus,Bat
4645,Pteropus tuberculatus,Bat
4646,Pteropus ualanus,Bat
4647,Pteropus vampyrus,Bat
4648,Pteropus vetulus,Bat
4649,Pteropus voeltzkowi,Bat
4650,Pteropus woodfordi,Bat
4651,Ptilocercus lowii,Tree Shrew
4652,Pudu mephistophiles,Pudu
4653,Pudu puda,Pudu
4654,Puma concolor,Cougar
4655,Punomys kofordi,Mouse
4656,Punomys lemminus,Mouse
4657,Pusa caspica,Caspian Seal
4658,Pusa hispida,Seal
4659,Pusa saimensis,Seal
4660,Pusa sibirica,Seal
4661,Pygathrix cinerea,Monkey
4662,Pygathrix nemaeus,Monkey
4663,Pygathrix nigripes,Monkey
4664,Pygeretmus platyurus,Jerboa
4665,Pygeretmus pumilio,Jerboa
4666,Pygeretmus shitkovi,Jerboa
4667,Pygoderma bilabiatum,Bat
4668,Rangifer tarandus,Reindeer
4669,Raphicerus campestris,Steenbok
4670,Raphicerus melanotis,Antelope
4671,Raphicerus sharpei,Sharpe's Grysbok
4672,Rattus andamanensis,Rat
4673,Rattus annandalei,Rat
4674,Rattus argentiventer,Rat
4675,Rattus baluensis,Rat
4676,Rattus colletti,Rat
4677,Rattus detentus,Rat
4678,Rattus everetti,Rat
4679,Rattus exulans,Rat
4680,Rattus facetus,Rat
4681,Rattus flavipectus,Rat
4682,Rattus fuscipes,Rat
4683,Rattus giluwensis,Rat
4684,Rattus hoffmanni,Rat
4685,Rattus hoogerwerfi,Rat
4686,Rattus korinchi,Rat
4687,Rattus leucopus,Rat
4688,Rattus losea,Rat
4689,Rattus lutreolus,Rat
4690,Rattus macleari,Rat
4691,Rattus mindorensis,Rat
4692,Rattus moluccarius,Rat
4693,Rattus montanus,Rat
4694,Rattus mordax,Rat
4695,Rattus morotaiensis,Rat
4696,Rattus nativitatis,Rat
4697,Rattus niobe,Rat
4698,Rattus nitidus,Rat
4699,Rattus norvegicus,Rat
4700,Rattus novaeguineae,Rat
4701,Rattus praetor,Rat
4702,Rattus pyctoris,Rat
4703,Rattus ranjiniae,Rat
4704,Rattus rattus,Rat
4705,Rattus sakeratensis,Rat
4706,Rattus satarae,Rat
4707,Rattus sordidus,Rat
4708,Rattus steini,Rat
4709,Rattus tanezumi,Rat
4710,Rattus timorensis,Rat
4711,Rattus tiomanicus,Rat
4712,Rattus tunneyi,Rat
4713,Rattus verecundus,Rat
4714,Rattus villosissimus,Rat
4715,Rattus xanthurus,Rat
4716,Ratufa affinis,Squirrel
4717,Ratufa bicolor,Giant Squirrel
4718,Ratufa indica,Giant Squirrel
4719,Ratufa macroura,Squirrel
4720,Redunca arundinum,Reedbuck
4721,Redunca fulvorufula,Antelope
4722,Redunca redunca,Antelope
4723,Reithrodon auritus,Mouse
4724,Reithrodon typicus,Mouse
4725,Reithrodontomys bakeri,Mouse
4726,Reithrodontomys brevirostris,Mouse
4727,Reithrodontomys cherrii,Mouse
4728,Reithrodontomys chrysopsis,Mouse
4729,Reithrodontomys creper,Mouse
4730,Reithrodontomys darienensis,Mouse
4731,Reithrodontomys fulvescens,Mouse
4732,Reithrodontomys garichensis,Mouse
4733,Reithrodontomys gracilis,Mouse
4734,Reithrodontomys hirsutus,Mouse
4735,Reithrodontomys humulis,Mouse
4736,Reithrodontomys megalotis,Mouse
4737,Reithrodontomys mexicanus,Mouse
4738,Reithrodontomys microdon,Mouse
4739,Reithrodontomys montanus,Mouse
4740,Reithrodontomys raviventris,Mouse
4741,Reithrodontomys spectabilis,Mouse
4742,Reithrodontomys sumichrasti,Mouse
4743,Reithrodontomys tenuirostris,Mouse
4744,Reithrodontomys wagneri,Mouse
4745,Reithrodontomys zacatecae,Mouse
4746,Rhabdomys bechuanae,Mouse
4747,Rhabdomys chakae,Mouse
4748,Rhabdomys dilectus,Mouse
4749,Rhabdomys intermedius,Mouse
4750,Rhabdomys pumilio,Mouse
4751,Rhagomys jequitiba,Mouse
4752,Rhagomys longilingua,Mouse
4753,Rhagomys rufescens,Mouse
4754,Rheithrosciurus macrotis,Squirrel
4755,Rheomys mexicanus,Mouse
4756,Rheomys raptor,Mouse
4757,Rheomys thomasi,Mouse
4758,Rhinoceros sondaicus,Javan Rhinoceros
4759,Rhinoceros unicornis,Indian Rhinoceros
4760,Rhinolophus acuminatus,Bat
4761,Rhinolophus affinis,Bat
4762,Rhinolophus alcyone,Bat
4763,Rhinolophus andamanensis,Bat
4764,Rhinolophus arcuatus,Bat
4765,Rhinolophus beddomei,Bat
4766,Rhinolophus blasii,Bat
4767,Rhinolophus bocharicus,Bat
4768,Rhinolophus borneensis,Bat
4769,Rhinolophus capensis,Bat
4770,Rhinolophus celebensis,Bat
4771,Rhinolophus chaseni,Bat
4772,Rhinolophus chiewkweeae,Bat
4773,Rhinolophus clivosus,Bat
4774,Rhinolophus coelophyllus,Bat
4775,Rhinolophus cognatus,Bat
4776,Rhinolophus cornutus,Bat
4777,Rhinolophus creaghi,Bat
4778,Rhinolophus damarensis,Bat
4779,Rhinolophus darlingi,Bat
4780,Rhinolophus deckenii,Bat
4781,Rhinolophus denti,Bat
4782,Rhinolophus eloquens,Bat
4783,Rhinolophus euryale,Bat
4784,Rhinolophus euryotis,Bat
4785,Rhinolophus ferrumequinum,Bat
4786,Rhinolophus formosae,Bat
4787,Rhinolophus francisi,Bat
4788,Rhinolophus fumigatus,Bat
4789,Rhinolophus gorongosae,Bat
4790,Rhinolophus hildebrandti,Bat
4791,Rhinolophus hilli,Bat
4792,Rhinolophus hipposideros,Bat
4793,Rhinolophus indorouxii,Bat
4794,Rhinolophus inops,Bat
4795,Rhinolophus inops/arcuatus,Bat
4796,Rhinolophus inops/subrufus,Bat
4797,Rhinolophus kahuzi,Bat
4798,Rhinolophus landeri,Bat
4799,Rhinolophus lepidus,Bat
4800,Rhinolophus lobatus,Bat
4801,Rhinolophus luctoides,Bat
4802,Rhinolophus luctus,Bat
4803,Rhinolophus mabuensis,Bat
4804,Rhinolophus maclaudi,Bat
4805,Rhinolophus macrotis,Bat
4806,Rhinolophus malayanus,Bat
4807,Rhinolophus marshalli,Bat
4808,Rhinolophus megaphyllus,Bat
4809,Rhinolophus mehelyi,Bat
4810,Rhinolophus microglobosus,Bat
4811,Rhinolophus monoceros,Bat
4812,Rhinolophus monticolus,Bat
4813,Rhinolophus morio,Bat
4814,Rhinolophus mossambicus,Bat
4815,Rhinolophus nippon,Bat
4816,Rhinolophus osgoodi,Bat
4817,Rhinolophus pearsonii,Bat
4818,Rhinolophus perditus,Bat
4819,Rhinolophus perniger,Bat
4820,Rhinolophus philippinensis,Bat
4821,Rhinolophus pumilus,Bat
4822,Rhinolophus pusillus,Bat
4823,Rhinolophus rex,Bat
4824,Rhinolophus rhodesiae,Bat
4825,Rhinolophus robinsoni,Bat
4826,Rhinolophus rouxii,Bat
4827,Rhinolophus rufus,Bat
4828,Rhinolophus ruwenzorii,Bat
4829,Rhinolophus sakejiensis,Bat
4830,Rhinolophus sedulus,Bat
4831,Rhinolophus shameli,Bat
4832,Rhinolophus shortridgei,Bat
4833,Rhinolophus siamensis,Bat
4834,Rhinolophus simulator,Bat
4835,Rhinolophus sinicus,Bat
4836,Rhinolophus stheno,Bat
4837,Rhinolophus subrufus,Bat
4838,Rhinolophus subrufus/arcuatus,Bat
4839,Rhinolophus swinnyi,Bat
4840,Rhinolophus thailandensis,Bat
4841,Rhinolophus thomasi,Bat
4842,Rhinolophus trifoliatus,Bat
4843,Rhinolophus virgo,Bat
4844,Rhinolophus webalai,Bat
4845,Rhinolophus willardi,Bat
4846,Rhinolophus xinanzhongguoensis,Bat
4847,Rhinolophus yonghoiseni,Bat
4848,Rhinolophus yunanensis,Bat
4849,Rhinonicteris aurantia,Bat
4850,Rhinophylla alethina,Bat
4851,Rhinophylla fischerae,Bat
4852,Rhinophylla pumilio,Bat
4853,Rhinopithecus avunculus,Monkey
4854,Rhinopithecus bieti,Monkey
4855,Rhinopithecus brelichi,Monkey
4856,Rhinopithecus roxellana,Golden Snub-nosed Monkey
4857,Rhinopithecus strykeri,Monkey
4858,Rhinopoma cystops,Bat
4859,Rhinopoma hadramauticum,Bat
4860,Rhinopoma hardwickii,Bat
4861,Rhinopoma macinnesi,Bat
4862,Rhinopoma microphyllum,Bat
4863,Rhinopoma muscatellum,Bat
4864,Rhinosciurus laticaudatus,Shrew
4865,Rhipidomys albujai,Mouse
4866,Rhipidomys austrinus,Mouse
4867,Rhipidomys cariri,Mouse
4868,Rhipidomys emiliae,Mouse
4869,Rhipidomys gardneri,Mouse
4870,Rhipidomys ipukensis,Mouse
4871,Rhipidomys itoan,Mouse
4872,Rhipidomys latimanus,Mouse
4873,Rhipidomys leucodactylus,Mouse
4874,Rhipidomys macconnelli,Mouse
4875,Rhipidomys macrurus,Mouse
4876,Rhipidomys mastacalis,Mouse
4877,Rhipidomys nitela,Mouse
4878,Rhipidomys scandens,Mouse
4879,Rhipidomys tribei,Mouse
4880,Rhipidomys venezuelae,Mouse
