number,scientific_name,japanese_common_name
2231,Jaculus blanfordi,ネズミ
2232,Jaculus deserti,ネズミ
2233,Jaculus jaculus,ネズミ
2234,Jaculus orientalis,ネズミ
2235,Juliomys ossitenuis,ネズミ
2236,Juliomys pictipes,ネズミ
2237,Juliomys rimofrons,ネズミ
2238,Juliomys ximenezi,ネズミ
2239,Juscelinomys huanchacae,ネズミ
2240,Kadarsanomys sodyi,ネズミ
2241,Kannabateomys amblyonyx,ネズミ
2242,Kerivoula argentata,コウモリ
2243,Kerivoula cuprosa,コウモリ
2244,Kerivoula depressa,コウモリ
2245,Kerivoula dongduongana,コウモリ
2246,Kerivoula furva,コウモリ
2247,Kerivoula hardwickii,コウモリ
2248,Kerivoula intermedia,コウモリ
2249,Kerivoula kachinensis,コウモリ
2250,Kerivoula krauensis,コウモリ
2251,Kerivoula lanosa,コウモリ
2252,Kerivoula lenis,コウモリ
2253,Kerivoula minuta,コウモリ
2254,Kerivoula papillosa,コウモリ
2255,Kerivoula pellucida,コウモリ
2256,Kerivoula phalaena,コウモリ
2257,Kerivoula picta,コウモリ
2258,Kerivoula smithii,コウモリ
2259,Kerivoula titania,コウモリ
2260,Kerivoula whiteheadi,コウモリ
2261,Kerodon acrobata,ネズミ
2263,Kobus ellipsiprymnus,アンテロープ
2264,Kobus kob,アンテロープ
2265,Kobus leche,レイヨウ
2268,Kogia breviceps,クジラ
2269,Kogia sima,クジラ
2270,Komodomys rintjanus,ネズミ
2271,Kunsia tomentosus,ネズミ
2272,Laephotis angolensis,コウモリ
2273,Laephotis capensis,コウモリ
2274,Laephotis kirinyaga,コウモリ
2275,Laephotis malagasyensis,コウモリ
2276,Laephotis matroka,コウモリ
2277,Laephotis namibensis,コウモリ
2278,Laephotis robertsi,コウモリ
2279,Laephotis stanleyi,コウモリ
2280,Laephotis wintoni,コウモリ
2281,Lagenodelphis hosei,イルカ
2282,Lagenorhynchus albirostris,イルカ
2284,Lagidium viscacia,ビスカッチャ
2286,Lagorchestes conspicillatus,カンガルー
2287,Lagorchestes hirsutus,カンガルー
2288,Lagostomus maximus,ビスカッチャ
2290,Lagothrix cana,サル
2291,Lagothrix flavicauda,サル
2292,Lagothrix lagotricha,サル
2293,Lagothrix lugens,サル
2294,Lagothrix poeppigii,サル
2295,Lagothrix tschudii,サル
2296,Lagurus lagurus,ネズミ
2297,Lama glama,ラマ
2298,Lama guanicoe,ラマ
2299,Lamottemys okuensis,ネズミ
2301,Lariscus hosei,リス
2302,Lariscus insignis,リス
2303,Lariscus niobe,リス
2304,Lariscus obscurus,リス
2305,Lasionycteris noctivagans,コウモリ
2306,Lasiopodomys anglicus,ネズミ
2307,Lasiopodomys brandtii,ネズミ
2308,Lasiopodomys mandarinus,ネズミ
2310,Lasiorhinus latifrons,ウォンバット
2311,Lasiurus arequipae,コウモリ
2312,Lasiurus atratus,コウモリ
2313,Lasiurus blossevillii,コウモリ
2314,Lasiurus borealis,コウモリ
2315,Lasiurus cinereus,コウモリ
2316,Lasiurus ega,コウモリ
2317,Lasiurus egregius,コウモリ
2318,Lasiurus frantzii,コウモリ
2319,Lasiurus insularis,コウモリ
2320,Lasiurus intermedius,コウモリ
2321,Lasiurus minor,コウモリ
2322,Lasiurus pfeifferi,コウモリ
2323,Lasiurus seminolus,コウモリ
2324,Lasiurus semotus,コウモリ
2325,Lasiurus varius,コウモリ
2326,Lasiurus villosissimus,コウモリ
2327,Lasiurus xanthinus,コウモリ
2328,Latidens salimalii,コウモリ
2329,Lavia frons,コウモリ
2330,Leggadina forresti,ネズミ
2331,Leggadina lakedownensis,ネズミ
2332,Leimacomys buettneri,ネズミ
2333,Leiuromys occasius,ネズミ
2334,Lemmiscus curtatus,ネズミ
2335,Lemmus amurensis,レミング
2336,Lemmus lemmus,レミング
2337,Lemmus sibiricus,レミング
2338,Lemmus trimucronatus,レミング
2339,Lemniscomys barbarus,ネズミ
2340,Lemniscomys bellieri,ネズミ
2341,Lemniscomys griselda,ネズミ
2342,Lemniscomys linulus,ネズミ
2343,Lemniscomys macculus,ネズミ
2344,Lemniscomys mittendorfi,ネズミ
2345,Lemniscomys rosalia,ネズミ
2346,Lemniscomys striatus,ネズミ
2347,Lemniscomys zebra,ネズミ
2348,Lemur catta,キツネザル
2349,Lenomys meyeri,ネズミ
2350,Lenothrix cana,ネズミ
2352,Leontocebus cruzlimai,サル
2353,Leontocebus fuscicollis,サル
2354,Leontocebus fuscus,サル
2355,Leontocebus nigricollis,サル
2356,Leontocebus tripartitus,サル
2357,Leontopithecus chrysomelas,サル
2358,Leontopithecus chrysopygus,サル
2359,Leontopithecus rosalia,サル
2360,Leopardus colocola,ネコ
2361,Leopardus geoffroyi,ネコ
2362,Leopardus guigna,ネコ
2363,Leopardus guttulus,ネコ
2364,Leopardus jacobita,ヤマネコ
2365,Leopardus pardalis,オセロット
2366,Leopardus pardinoides,ネコ
2367,Leopardus tigrinus,ネコ
2368,Leopardus wiedii,ネコ
2369,Leopoldamys ciliatus,ネズミ
2370,Leopoldamys edwardsi,ネズミ
2371,Leopoldamys herberti,ネズミ
2372,Leopoldamys milleti,ネズミ
2373,Leopoldamys neilli,ネズミ
2374,Leopoldamys revertens,ネズミ
2375,Leopoldamys sabanus,ネズミ
2376,Leopoldamys siporanus,ネズミ
2377,Leopoldamys vociferans,ネズミ
2383,Lepilemur edwardsi,サル
2388,Lepilemur jamesi,サル
2391,Lepilemur milanoii,サル
2392,Lepilemur mustelinus,サル
2397,Lepilemur sahamalaza,サル
2398,Lepilemur scottorum,サル
2400,Lepilemur septentrionalis,サル
2403,Leporillus apicalis,ネズミ
2404,Leporillus conditor,ネズミ
2405,Leptailurus serval,サーバルキャット
2406,Leptomys elegans,ネズミ
2407,Leptonychotes weddellii,アザラシ
2408,Leptonycteris curasoae,コウモリ
2409,Leptonycteris nivalis,コウモリ
2410,Leptonycteris yerbabuenae,コウモリ
2411,Leptosciurus mimulus,リス
2412,Leptosciurus otinus,リス
2413,Leptosciurus pucheranii,リス
2414,Leptosciurus similis,リス
2415,Lepus alleni,ウサギ
2416,Lepus americanus,ウサギ
2417,Lepus arcticus,ウサギ
2418,Lepus brachyurus,ノウサギ
2419,Lepus californicus,ウサギ
2420,Lepus callotis,ウサギ
2421,Lepus capensis,ウサギ
2422,Lepus castroviejoi,ウサギ
2423,Lepus comus,ウサギ
2424,Lepus coreanus,ウサギ
2425,Lepus corsicanus,ウサギ
2426,Lepus crawshayi,ウサギ
2427,Lepus europaeus,ウサギ
2428,Lepus fagani,ウサギ
2429,Lepus flavigularis,ウサギ
2430,Lepus granatensis,ウサギ
2431,Lepus habessinicus,ウサギ
2432,Lepus hainanus,ウサギ
2433,Lepus insularis,ウサギ
2434,Lepus mandshuricus,ウサギ
2435,Lepus nigricollis,ウサギ
2436,Lepus oiostolus,ウサギ
2437,Lepus othus,ウサギ
2438,Lepus peguensis,ウサギ
2439,Lepus saharae,ウサギ
2440,Lepus saxatilis,ウサギ
2441,Lepus schlumbergeri,ウサギ
2442,Lepus sinensis,ウサギ
2443,Lepus starcki,ウサギ
2444,Lepus tibetanus,ウサギ
2445,Lepus timidus,ウサギ
2446,Lepus tolai,ウサギ
2447,Lepus townsendii,ウサギ
2448,Lepus victoriae,ウサギ
2449,Lepus yarkandensis,ウサギ
2453,Leucopleurus acutus,クジラ
2455,Lichonycteris obscura,コウモリ
2457,Limnomys bryophilus,ネズミ
2458,Limnomys sibuanus,ネズミ
2459,Lionycteris spurrelli,コウモリ
2461,Lissodelphis borealis,イルカ
2462,Lissodelphis peronii,イルカ
2463,Litocranius walleri,ガゼル
2464,Lobodon carcinophaga,アザラシ
2465,Lonchophylla chocoana,コウモリ
2466,Lonchophylla concava,コウモリ
2467,Lonchophylla dekeyseri,コウモリ
2468,Lonchophylla handleyi,コウモリ
2469,Lonchophylla hesperia,コウモリ
2470,Lonchophylla mordax,コウモリ
2471,Lonchophylla orienticollina,コウモリ
2472,Lonchophylla robusta,コウモリ
2473,Lonchorhina aurita,コウモリ
2474,Lonchorhina inusitata,コウモリ
2475,Lonchorhina orinocensis,コウモリ
2476,Lonchothrix emiliae,ネズミ
2477,Lontra canadensis,カワウソ
2478,Lontra felina,カワウソ
2479,Lontra longicaudis,カワウソ
2480,Lontra provocax,カワウソ
2481,Lophiomys imhausi,ヤマネコ
2482,Lophocebus albigena,サル
2483,Lophocebus aterrimus,サル
2484,Lophostoma brasiliense,コウモリ
2485,Lophostoma carrikeri,コウモリ
2486,Lophostoma evote,コウモリ
2487,Lophostoma occidentale,コウモリ
2488,Lophostoma schulzi,コウモリ
2489,Lophostoma silvicola,コウモリ
2490,Lophuromys angolensis,ネズミ
2491,Lophuromys ansorgei,ネズミ
2492,Lophuromys aquilus,ネズミ
2493,Lophuromys brevicaudus,ネズミ
2494,Lophuromys brunneus,ネズミ
2495,Lophuromys chercherensis,ネズミ
2496,Lophuromys chrysopus,ネズミ
2497,Lophuromys dudui,ネズミ
2498,Lophuromys flavopunctatus,ネズミ
2499,Lophuromys kilonzoi,ネズミ
2500,Lophuromys laticeps,ネズミ
2501,Lophuromys machangui,ネズミ
2502,Lophuromys makundii,ネズミ
2503,Lophuromys melanonyx,ネズミ
2504,Lophuromys menageshae,ネズミ
2505,Lophuromys nudicaudus,ネズミ
2506,Lophuromys pseudosikapusi,ネズミ
2507,Lophuromys rahmi,ネズミ
2508,Lophuromys sabuni,ネズミ
2509,Lophuromys sikapusi,ネズミ
2510,Lophuromys simensis,ネズミ
2511,Lophuromys stanleyi,ネズミ
2512,Lophuromys verhageni,ネズミ
2513,Lophuromys woosnami,ネズミ
2514,Lophuromys zena,ネズミ
2515,Lorentzimys nouhuysi,ネズミ
2516,Loris lydekkerianus,ロリス
2517,Loris tardigradus,ロリス
2518,Loxodonta africana,ゾウ
2519,Loxodonta cyclotis,ゾウ
2520,Loxodontomys micropus,ネズミ
2521,Lundomys molitor,ネズミ
2522,Lutra lutra,カワウソ
2523,Lutra nippon,カワウソ
2524,Lutra sumatrana,カワウソ
2527,Lutrogale perspicillata,カワウソ
2528,Lycalopex culpaeus,キツネ
2529,Lycalopex fulvipes,キツネ
2530,Lycalopex griseus,キツネ
2531,Lycalopex gymnocercus,キツネ
2532,Lycalopex sechurae,キツネ
2533,Lycalopex vetulus,キツネ
2534,Lycaon pictus,イヌ
2535,Lyncodon patagonicus,イタチ
2536,Lynx canadensis,オオヤマネコ
2537,Lynx lynx,オオヤマネコ
2538,Lynx pardinus,オオヤマネコ
2539,Lynx rufus,オオヤマネコ
2540,Lyroderma lyra,コウモリ
2541,Macaca arctoides,サル
2542,Macaca assamensis,サル
2543,Macaca balantak,サル
2544,Macaca brunnescens,サル
2545,Macaca cyclopis,サル
2546,Macaca fascicularis,サル
2547,Macaca fuscata,ニホンザル
2548,Macaca hecki,サル
2549,Macaca leonina,サル
2550,Macaca leucogenys,サル
2551,Macaca maura,サル
2552,Macaca mulatta,サル
2553,Macaca munzala,サル
2554,Macaca nemestrina,サル
2555,Macaca nigra,サル
2556,Macaca nigrescens,サル
2557,Macaca ochreata,サル
2558,Macaca pagensis,サル
2559,Macaca radiata,サル
2560,Macaca siberu,サル
2561,Macaca silenus,サル
2562,Macaca sinica,サル
2563,Macaca sylvanus,サル
2564,Macaca thibetana,サル
2565,Macaca tonkeana,サル
2567,Macroderma gigas,コウモリ
2569,Macroglossus minimus,コウモリ
2570,Macroglossus sobrinus,コウモリ
2571,Macronycteris commersonii,コウモリ
2572,Macronycteris cryptovalorona,コウモリ
2573,Macronycteris gigas,コウモリ
2574,Macronycteris vittatus,コウモリ
2575,Macrophyllum macrophyllum,コウモリ
2576,Macropus fuliginosus,カンガルー
2577,Macropus giganteus,カンガルー
2580,Macroscelides proboscideus,ゾウネズミ
2581,Macrotarsomys bastardi,ネズミ
2582,Macrotarsomys ingens,ネズミ
2583,Macrotis lagotis,ビルビー
2585,Macrotus californicus,コウモリ
2586,Macrotus waterhousii,コウモリ
2587,Macruromys major,ネズミ
2591,Makalata didelphoides,ネズミ
2592,Makalata macrura,ネズミ
2593,Malacomys cansdalei,ネズミ
2594,Malacomys edwardsi,ネズミ
2595,Malacomys longipes,ネズミ
2597,Mallomys aroaensis,ネズミ
2598,Mallomys istapantap,ネズミ
2599,Mallomys rothschildi,ネズミ
2600,Malpaisomys insularis,ネズミ
2601,Mammelomys lanosus,ネズミ
2602,Mammelomys rattoides,ネズミ
2603,Mammut americanum,マンモス
2604,Mammut pacificus,マンモス
2605,Mammuthus columbi,マンモス
2606,Mammuthus exilis,マンモス
2607,Mammuthus jeffersonii,マンモス
2608,Mammuthus primigenius,マンモス
2609,Mandrillus leucophaeus,サル
2610,Mandrillus sphinx,マンドリル
2611,Manis aurita,センザンコウ
2612,Manis crassicaudata,センザンコウ
2613,Manis culionensis,センザンコウ
2614,Manis javanica,センザンコウ
2615,Manis mysteria,センザンコウ
2616,Manis pentadactyla,センザンコウ
2617,Margaretamys beccarii,ネズミ
2618,Margaretamys christinae,ネズミ
2619,Margaretamys elegans,ネズミ
2620,Margaretamys parvus,ネズミ
2621,Marmosa alstoni,ネズミ
2627,Marmosa jansae,ネズミ
2628,Marmosa lepida,ネズミ
2630,Marmosa meridae,ネズミ
2631,Marmosa mexicana,ネズミ
2632,Marmosa murina,ネズミ
2633,Marmosa paraguayana,ネズミ
2634,Marmosa parda,ネズミ
2635,Marmosa perplexa,ネズミ
2639,Marmosa robinsoni,ネズミ
2640,Marmosa rubra,ネズミ
2643,Marmosa xerophila,ネズミ
2644,Marmosops bishopi,サル
2645,Marmosops carri,サル
2646,Marmosops caucae,サル
2647,Marmosops creightoni,サル
2648,Marmosops dorothea,サル
2649,Marmosops fuscatus,サル
2650,Marmosops handleyi,サル
2651,Marmosops impavidus,サル
2652,Marmosops incanus,サル
2653,Marmosops invictus,サル
2654,Marmosops juninensis,サル
2655,Marmosops marina,サル
2656,Marmosops neblina,サル
2657,Marmosops noctivagus,サル
2658,Marmosops ocellatus,サル
2659,Marmosops ojastii,サル
2660,Marmosops pakaraimae,サル
2661,Marmosops parvidens,サル
2662,Marmosops paulensis,サル
2663,Marmosops pinheiroi,サル
2664,Marmosops soinii,サル
2665,Marmota baibacina,マーモット
2666,Marmota bobak,マーモット
2667,Marmota broweri,マーモット
2668,Marmota caligata,マーモット
2669,Marmota camtschatica,マーモット
2670,Marmota caudata,マーモット
2671,Marmota flaviventris,マーモット
2672,Marmota himalayana,マーモット
2673,Marmota marmota,マーモット
2674,Marmota menzbieri,マーモット
2675,Marmota monax,マーモット
2676,Marmota olympus,マーモット
2677,Marmota sibirica,マーモット
2678,Marmota vancouverensis,マーモット
2679,Martes americana,イタチ
2680,Martes flavigula,テン
2681,Martes foina,イタチ
2682,Martes martes,テン
2683,Martes melampus,テン
2684,Martes zibellina,イタチ
2685,Massoutiera mzabi,ネズミ
2686,Mastacomys fuscus,ネズミ
2687,Mastomys angolensis,ネズミ
2688,Mastomys awashensis,ネズミ
2689,Mastomys coucha,ネズミ
2690,Mastomys erythroleucus,ネズミ
2691,Mastomys huberti,ネズミ
2692,Mastomys kollmannspergeri,ネズミ
2693,Mastomys natalensis,ネズミ
2694,Mastomys shortridgei,ネズミ
2695,Mastomys verheyeni,ネズミ
2696,Maxomys alticola,ネズミ
2697,Maxomys baeodon,ネズミ
2698,Maxomys bartelsii,ネズミ
2699,Maxomys dollmani,ネズミ
2700,Maxomys hellwaldii,ネズミ
2701,Maxomys hylomyoides,ネズミ
2702,Maxomys inas,ネズミ
2703,Maxomys inflatus,ネズミ
2704,Maxomys moi,ネズミ
2705,Maxomys musschenbroekii,ネズミ
2706,Maxomys ochraceiventer,ネズミ
2707,Maxomys pagensis,ネズミ
2708,Maxomys panglima,ネズミ
2709,Maxomys rajah,ネズミ
2710,Maxomys surifer,ネズミ
2711,Maxomys tajuddinii,ネズミ
2712,Maxomys wattsi,ネズミ
2713,Maxomys whiteheadi,ネズミ
2714,Mazama americana,シカ
2715,Mazama bororo,シカ
2716,Mazama bricenii,シカ
2717,Mazama chunyi,シカ
2718,Mazama jucunda,シカ
2719,Mazama nana,シカ
2720,Mazama rufa,シカ
2722,Mazama temama,シカ
2723,Megaderma spasma,コウモリ
2724,Megadontomys cryophilus,ネズミ
2725,Megadontomys nelsoni,ネズミ
2726,Megadontomys thomasi,ネズミ
2727,Megaerops ecaudatus,コウモリ
2728,Megaerops kusnotoi,コウモリ
2729,Megaerops niphanae,コウモリ
2732,Megaloglossus azagnyi,コウモリ
2733,Megaloglossus woermanni,コウモリ
2734,Megalomys desmarestii,ネズミ
2735,Megalomys luciae,ネズミ
2736,Megalonyx jeffersonii,ナマケモノ
2737,Megaptera novaeangliae,クジラ
2738,Megasorex gigas,モグラ
2739,Megatherium americanum,ナマケモノ
2740,Melanomys caliginosus,ネズミ
2741,Melanomys chrysomelas,ネズミ
2742,Melanomys columbianus,ネズミ
2743,Melanomys idoneus,ネズミ
2744,Melasmothrix naso,ネズミ
2745,Meles anakuma,アナグマ
2746,Meles canescens,アナグマ
2747,Meles leucurus,アナグマ
2748,Meles meles,アナグマ
2749,Mellivora capensis,ラーテル
2752,Melogale moschata,イタチ
2753,Melogale orientalis,イタチ
2756,Melomys bannisteri,ネズミ
2757,Melomys burtoni,ネズミ
2758,Melomys capensis,ネズミ
2759,Melomys cervinipes,ネズミ
2760,Melomys cooperae,ネズミ
2761,Melomys halmaheraensis,ネズミ
2762,Melomys leucogaster,ネズミ
2763,Melomys lutillus,ネズミ
2764,Melomys paveli,ネズミ
2765,Melomys rubicola,ネズミ
2766,Melomys rufescens,ネズミ
2767,Melonycteris melanops,コウモリ
2768,Melonycteris woodfordi,コウモリ
2769,Melursus ursinus,クマ
2770,Menetes berdmorei,リス
2771,Mephitis macroura,スカンク
2772,Mephitis mephitis,スカンク
2773,Meriones chengi,ネズミ
2774,Meriones crassus,ネズミ
2775,Meriones dahli,ネズミ
2776,Meriones grandis,ネズミ
2777,Meriones libycus,ネズミ
2778,Meriones meridianus,ネズミ
2779,Meriones penicilliger,ネズミ
2780,Meriones persicus,ネズミ
2781,Meriones psammophilus,ネズミ
2782,Meriones rex,ネズミ
2783,Meriones shawi,ネズミ
2784,Meriones tamariscinus,ネズミ
2785,Meriones tristrami,ネズミ
2786,Meriones unguiculatus,ハムスター
2787,Meriones vinogradovi,ネズミ
2788,Mesechinus dauuricus,ハリネズミ
2789,Mesechinus hughi,ハリネズミ
2790,Mesechinus orientalis,ハリネズミ
2791,Mesechinus wangi,ハリネズミ
2792,Mesembriomys gouldii,ネズミ
2793,Mesembriomys macrurus,ネズミ
2795,Mesocapromys auritus,ネズミ
2797,Mesocapromys nana,ネズミ
2798,Mesocricetus auratus,ハムスター
2799,Mesocricetus brandti,ハムスター
2800,Mesocricetus newtoni,ハムスター
2801,Mesocricetus raddei,ハムスター
2802,Mesomys hispidus,ネズミ
2803,Mesomys occultus,ネズミ
2804,Mesomys stimulax,ネズミ
2805,Mesophylla macconnelli,コウモリ
2806,Mesoplodon bidens,クジラ
2807,Mesoplodon bowdoini,クジラ
2808,Mesoplodon carlhubbsi,クジラ
2809,Mesoplodon densirostris,クジラ
2810,Mesoplodon eueu,クジラ
2811,Mesoplodon europaeus,クジラ
2812,Mesoplodon ginkgodens,クジラ
2813,Mesoplodon grayi,クジラ
2814,Mesoplodon hectori,クジラ
2815,Mesoplodon hotaula,クジラ
2816,Mesoplodon layardii,クジラ
2817,Mesoplodon mirus,クジラ
2818,Mesoplodon perrini,クジラ
2819,Mesoplodon peruvianus,クジラ
2820,Mesoplodon stejnegeri,クジラ
2821,Mesoplodon traversii,クジラ
2824,Metachirus nudicaudatus,オポッサム
2825,Micaelamys granti,ネズミ
2826,Micaelamys namaquensis,ネズミ
2827,Mico argentatus,サル
2828,Mico chrysoleucos,サル
2829,Mico emiliae,サル
2830,Mico humeralifer,サル
2831,Mico humilis,サル
2832,Mico intermedius,サル
2833,Mico leucippe,サル
2834,Mico marcai,サル
2835,Mico mauesi,サル
2836,Mico melanurus,サル
2837,Mico munduruku,サル
2838,Mico rondoni,サル
2839,Mico saterei,サル
2840,Mico schneideri,サル
2841,Microakodontomys transitorius,ネズミ
2842,Microcavia australis,モルモット
2843,Microcavia jayat,モルモット
2844,Microcavia maenas,モルモット
2845,Microcavia niata,モルモット
2846,Microcavia shiptoni,モルモット
2847,Microcebus arnholdi,サル
2848,Microcebus berthae,サル
2849,Microcebus bongolavensis,サル
2850,Microcebus boraha,サル
2851,Microcebus danfossi,サル
2853,Microcebus gerpi,サル
2854,Microcebus griseorufus,サル
2855,Microcebus jollyae,サル
