number,scientific_name,english_common_name,japanese_common_name
2157,Hylomyscus pamfi,Mouse,ネズミ
2158,Hylomyscus parvus,Mouse,ネズミ
2159,Hylomyscus pygmaeus,Mouse,ネズミ
2160,Hylomyscus simus,Mouse,ネズミ
2161,Hylomyscus stanleyi,Mouse,ネズミ
2162,Hylomyscus stella,Mouse,ネズミ
2163,Hylomyscus thornesmithae,Mouse,ネズミ
2164,Hylomyscus walterverheyeni,Mouse,ネズミ
2165,Hylonycteris underwoodi,Bat,コウモリ
2166,Hylopetes alboniger,Flying Squirrel,リス
2167,Hylopetes lepidus,Flying Squirrel,リス
2168,Hylopetes nigripes,Flying Squirrel,リス
2169,Hylopetes phayrei,Flying Squirrel,リス
2170,Hylopetes spadiceus,Flying Squirrel,リス
2171,Hyomys goliath,Rat,ネズミ
2172,Hyorhinomys stuempkei,Mouse,ネズミ
2173,Hyosciurus heinrichi,Squirrel,リス
2174,Hyosciurus ileile,Squirrel,リス
2175,Hyperacrius fertilis,Mouse,ネズミ
2176,Hyperoodon ampullatus,Whale,クジラ
2177,Hyperoodon planifrons,Whale,クジラ
2178,Hypnomys morpheus,Mouse,ネズミ
2179,Hypogeomys antimena,Mouse lemur,ネズミ
2180,Hypsignathus monstrosus,Bat,コウモリ
2181,Hypsiprymnodon moschatus,Musky Rat-Kangaroo,なし
2182,Hypsugo alaschanicus,Bat,コウモリ
2183,Hypsugo arabicus,Bat,コウモリ
2184,Hypsugo ariel,Bat,コウモリ
2185,Hypsugo cadornae,Bat,コウモリ
2186,Hypsugo dolichodon,Bat,コウモリ
2187,Hypsugo macrotis,Bat,コウモリ
2188,Hypsugo petersi,Bat,コウモリ
2189,Hypsugo pulveratus,Bat,コウモリ
2190,Hypsugo savii,Bat,コウモリ
2191,Hypsugo stubbei,Bat,コウモリ
2192,Hystrix africaeaustralis,Porcupine,ヤマアラシ
2193,Hystrix brachyura,Porcupine,ヤマアラシ
2194,Hystrix crassispinis,Porcupine,ヤマアラシ
2195,Hystrix cristata,Porcupine,ヤマアラシ
2196,Hystrix indica,Porcupine,ヤマアラシ
2197,Ia io,Bat,コウモリ
2198,Ichneumia albicauda,White-tailed Mongoose,マングース
2199,Ichthyomys hydrobates,Mouse,ネズミ
2200,Ichthyomys orientalis,Mouse,ネズミ
2201,Ichthyomys stolzmanni,Mouse,ネズミ
2202,Ichthyomys tweedii,Mouse,ネズミ
2203,Ictidomys mexicanus,Ground Squirrel,リス
2204,Ictidomys parvidens,Ground Squirrel,リス
2205,Ictidomys tridecemlineatus,Ground Squirrel,リス
2206,Ictonyx libycus,None,イタチ
2207,Ictonyx striatus,Striped Polecat,イタチ
2208,Idionycteris phyllotis,Bat,コウモリ
2209,Idiurus macrotis,Flying Squirrel,なし
2210,Indopacetus pacificus,Whale,クジラ
2211,Indri indri,Indri,インドリ
2212,Inia araguaiaensis,River Dolphin,イルカ
2213,Inia boliviensis,River Dolphin,イルカ
2214,Inia geoffrensis,Amazon River Dolphin,イルカ
2215,Inia humboldtiana,River Dolphin,イルカ
2216,Iomys horsfieldi,Flying Squirrel,リス
2217,Irenomys tarsalis,Mouse,ネズミ
2218,Isoodon auratus,Bandicoot,なし
2219,Isoodon fusciventer,Bandicoot,なし
2220,Isoodon macrourus,Bandicoot,バンディクート
2221,Isoodon obesulus,Bandicoot,バンディクート
2222,Isoodon peninsulae,Bandicoot,なし
2223,Isothrix barbarabrownae,None,ネズミ
2224,Isothrix bistriata,None,ネズミ
2225,Isothrix negrensis,Mouse,ネズミ
2226,Isothrix orinoci,Mouse,ネズミ
2227,Isothrix pagurus,None,ネズミ
2228,Isothrix sinnamariensis,None,ネズミ
2229,Isthmomys flavidus,Mouse,ネズミ
2230,Isthmomys pirrensis,Mouse,ネズミ
2231,Jaculus blanfordi,Jerboa,ネズミ
2232,Jaculus deserti,Jerboa,ネズミ
2233,Jaculus jaculus,Jerboa,ネズミ
2234,Jaculus orientalis,Jerboa,ネズミ
2235,Juliomys ossitenuis,Mouse,ネズミ
2236,Juliomys pictipes,Mouse,ネズミ
2237,Juliomys rimofrons,Mouse,ネズミ
2238,Juliomys ximenezi,Mouse,ネズミ
2239,Juscelinomys huanchacae,Mouse,ネズミ
2240,Kadarsanomys sodyi,Mouse,ネズミ
2241,Kannabateomys amblyonyx,None,ネズミ
2242,Kerivoula argentata,Bat,コウモリ
2243,Kerivoula cuprosa,Bat,コウモリ
2244,Kerivoula depressa,Bat,コウモリ
2245,Kerivoula dongduongana,Bat,コウモリ
2246,Kerivoula furva,Bat,コウモリ
2247,Kerivoula hardwickii,Bat,コウモリ
2248,Kerivoula intermedia,Bat,コウモリ
2249,Kerivoula kachinensis,Bat,コウモリ
2250,Kerivoula krauensis,Bat,コウモリ
2251,Kerivoula lanosa,Bat,コウモリ
2252,Kerivoula lenis,Bat,コウモリ
2253,Kerivoula minuta,Bat,コウモリ
2254,Kerivoula papillosa,Bat,コウモリ
2255,Kerivoula pellucida,Bat,コウモリ
2256,Kerivoula phalaena,Bat,コウモリ
2257,Kerivoula picta,Bat,コウモリ
2258,Kerivoula smithii,Bat,コウモリ
2259,Kerivoula titania,Bat,コウモリ
2260,Kerivoula whiteheadi,Bat,コウモリ
2261,Kerodon acrobata,None,ネズミ
2262,Kerodon rupestris,Cavy,なし
2263,Kobus ellipsiprymnus,Waterbuck,アンテロープ
2264,Kobus kob,Antelope,アンテロープ
2265,Kobus leche,Lechwe,レイヨウ
2266,Kobus megaceros,Antelope,なし
2267,Kobus vardonii,Puku,なし
2268,Kogia breviceps,Whale,クジラ
2269,Kogia sima,Whale,クジラ
2270,Komodomys rintjanus,Mouse,ネズミ
2271,Kunsia tomentosus,Mouse,ネズミ
2272,Laephotis angolensis,Bat,コウモリ
2273,Laephotis capensis,Bat,コウモリ
2274,Laephotis kirinyaga,Bat,コウモリ
2275,Laephotis malagasyensis,Bat,コウモリ
2276,Laephotis matroka,Bat,コウモリ
2277,Laephotis namibensis,Bat,コウモリ
2278,Laephotis robertsi,Bat,コウモリ
2279,Laephotis stanleyi,Bat,コウモリ
2280,Laephotis wintoni,Bat,コウモリ
2281,Lagenodelphis hosei,Dolphin,イルカ
2282,Lagenorhynchus albirostris,Dolphin,イルカ
2283,Lagidium peruanum,Chinchilla,なし
2284,Lagidium viscacia,Viscacha,ビスカッチャ
2285,Lagidium wolffsohni,Chinchilla,なし
2286,Lagorchestes conspicillatus,Wallaby,カンガルー
2287,Lagorchestes hirsutus,Hare,カンガルー
2288,Lagostomus maximus,Viscacha,ビスカッチャ
2289,Lagostrophus fasciatus,None,なし
2290,Lagothrix cana,Monkey,サル
2291,Lagothrix flavicauda,Monkey,サル
2292,Lagothrix lagotricha,Monkey,サル
2293,Lagothrix lugens,Monkey,サル
2294,Lagothrix poeppigii,Monkey,サル
2295,Lagothrix tschudii,Monkey,サル
2296,Lagurus lagurus,Mouse,ネズミ
2297,Lama glama,Llama,ラマ
2298,Lama guanicoe,Guanaco,ラマ
2299,Lamottemys okuensis,Mouse,ネズミ
2300,Laonastes aenigmamus,None,なし
2301,Lariscus hosei,Squirrel,リス
2302,Lariscus insignis,Squirrel,リス
2303,Lariscus niobe,Squirrel,リス
2304,Lariscus obscurus,Squirrel,リス
2305,Lasionycteris noctivagans,Bat,コウモリ
2306,Lasiopodomys anglicus,Mouse,ネズミ
2307,Lasiopodomys brandtii,Mouse,ネズミ
2308,Lasiopodomys mandarinus,Mouse,ネズミ
2309,Lasiorhinus krefftii,Wombat,なし
2310,Lasiorhinus latifrons,Wombat,ウォンバット
2311,Lasiurus arequipae,Bat,コウモリ
2312,Lasiurus atratus,Bat,コウモリ
2313,Lasiurus blossevillii,Bat,コウモリ
2314,Lasiurus borealis,Bat,コウモリ
2315,Lasiurus cinereus,Bat,コウモリ
2316,Lasiurus ega,Bat,コウモリ
2317,Lasiurus egregius,Bat,コウモリ
2318,Lasiurus frantzii,Bat,コウモリ
2319,Lasiurus insularis,Bat,コウモリ
2320,Lasiurus intermedius,Bat,コウモリ
2321,Lasiurus minor,Bat,コウモリ
2322,Lasiurus pfeifferi,Bat,コウモリ
2323,Lasiurus seminolus,Bat,コウモリ
2324,Lasiurus semotus,Bat,コウモリ
2325,Lasiurus varius,Bat,コウモリ
2326,Lasiurus villosissimus,Bat,コウモリ
2327,Lasiurus xanthinus,Bat,コウモリ
2328,Latidens salimalii,Bat,コウモリ
2329,Lavia frons,Bat,コウモリ
2330,Leggadina forresti,Mouse,ネズミ
2331,Leggadina lakedownensis,Mouse,ネズミ
2332,Leimacomys buettneri,Mouse,ネズミ
2333,Leiuromys occasius,Mouse,ネズミ
2334,Lemmiscus curtatus,Mouse,ネズミ
2335,Lemmus amurensis,Lemming,レミング
2336,Lemmus lemmus,Lemming,レミング
2337,Lemmus sibiricus,Lemming,レミング
2338,Lemmus trimucronatus,Lemming,レミング
2339,Lemniscomys barbarus,Mouse,ネズミ
2340,Lemniscomys bellieri,Mouse,ネズミ
2341,Lemniscomys griselda,Mouse,ネズミ
2342,Lemniscomys linulus,Mouse,ネズミ
2343,Lemniscomys macculus,Mouse,ネズミ
2344,Lemniscomys mittendorfi,Mouse,ネズミ
2345,Lemniscomys rosalia,Mouse,ネズミ
2346,Lemniscomys striatus,Mouse,ネズミ
2347,Lemniscomys zebra,Mouse,ネズミ
2348,Lemur catta,Ring-tailed Lemur,キツネザル
2349,Lenomys meyeri,Mouse,ネズミ
2350,Lenothrix cana,Rat,ネズミ
2351,Lenoxus apicalis,None,なし
2352,Leontocebus cruzlimai,Monkey,サル
2353,Leontocebus fuscicollis,Monkey,サル
2354,Leontocebus fuscus,Monkey,サル
2355,Leontocebus nigricollis,Monkey,サル
2356,Leontocebus tripartitus,Monkey,サル
2357,Leontopithecus chrysomelas,Golden Lion Tamarin,サル
2358,Leontopithecus chrysopygus,Monkey,サル
2359,Leontopithecus rosalia,Golden Lion Tamarin,サル
2360,Leopardus colocola,Cat,ネコ
2361,Leopardus geoffroyi,Geoffroy's Cat,ネコ
2362,Leopardus guigna,Cat,ネコ
2363,Leopardus guttulus,Ocelot,ネコ
2364,Leopardus jacobita,Andean Mountain Cat,ヤマネコ
2365,Leopardus pardalis,Ocelot,オセロット
2366,Leopardus pardinoides,Leopard,ネコ
2367,Leopardus tigrinus,Tiger Cat,ネコ
2368,Leopardus wiedii,Margay,ネコ
2369,Leopoldamys ciliatus,Rat,ネズミ
2370,Leopoldamys edwardsi,Rat,ネズミ
2371,Leopoldamys herberti,Rat,ネズミ
2372,Leopoldamys milleti,Mouse,ネズミ
2373,Leopoldamys neilli,Rat,ネズミ
2374,Leopoldamys revertens,Rat,ネズミ
2375,Leopoldamys sabanus,Rat,ネズミ
2376,Leopoldamys siporanus,Rat,ネズミ
2377,Leopoldamys vociferans,Rat,ネズミ
2378,Lepilemur aeeclis,Lemur,なし
2379,Lepilemur ahmansoni,Lemur,なし
2380,Lepilemur ankaranensis,Lemur,なし
2381,Lepilemur betsileo,Lemur,なし
2382,Lepilemur dorsalis,Lemur,なし
2383,Lepilemur edwardsi,Lemur,サル
2384,Lepilemur fleuretae,Lemur,なし
2385,Lepilemur grewcocki,Lemur,なし
2386,Lepilemur hollandorum,Lemur,なし
2387,Lepilemur hubbardi,Lemur,なし
2388,Lepilemur jamesi,Lemur,サル
2389,Lepilemur leucopus,Lemur,なし
2390,Lepilemur microdon,Lemur,なし
2391,Lepilemur milanoii,Lemur,サル
2392,Lepilemur mustelinus,Lemur,サル
2393,Lepilemur otto,Lemur,なし
2394,Lepilemur petteri,Lemur,なし
2395,Lepilemur randrianasoloi,Lemur,なし
2396,Lepilemur ruficaudatus,Lemur,なし
2397,Lepilemur sahamalaza,Lemur,サル
2398,Lepilemur scottorum,Lemur,サル
2399,Lepilemur seali,Lemur,なし
2400,Lepilemur septentrionalis,Lemur,サル
2401,Lepilemur tymerlachsoni,Lemur,なし
2402,Lepilemur wrighti,Lemur,なし
2403,Leporillus apicalis,None,ネズミ
2404,Leporillus conditor,Rat,ネズミ
2405,Leptailurus serval,Serval,サーバルキャット
2406,Leptomys elegans,Mouse,ネズミ
2407,Leptonychotes weddellii,Seal,アザラシ
2408,Leptonycteris curasoae,Bat,コウモリ
2409,Leptonycteris nivalis,Bat,コウモリ
2410,Leptonycteris yerbabuenae,Bat,コウモリ
2411,Leptosciurus mimulus,Squirrel,リス
2412,Leptosciurus otinus,Squirrel,リス
2413,Leptosciurus pucheranii,Squirrel,リス
2414,Leptosciurus similis,Squirrel,リス
2415,Lepus alleni,Hare,ウサギ
2416,Lepus americanus,Hare,ウサギ
2417,Lepus arcticus,Arctic Hare,ウサギ
2418,Lepus brachyurus,Hare,ノウサギ
2419,Lepus californicus,Jackrabbit,ウサギ
2420,Lepus callotis,Hare,ウサギ
2421,Lepus capensis,Hare,ウサギ
2422,Lepus castroviejoi,Hare,ウサギ
2423,Lepus comus,Hare,ウサギ
2424,Lepus coreanus,Hare,ウサギ
2425,Lepus corsicanus,Hare,ウサギ
2426,Lepus crawshayi,Hare,ウサギ
2427,Lepus europaeus,Hare,ウサギ
2428,Lepus fagani,Hare,ウサギ
2429,Lepus flavigularis,Hare,ウサギ
2430,Lepus granatensis,Hare,ウサギ
2431,Lepus habessinicus,Hare,ウサギ
2432,Lepus hainanus,Hainan Hare,ウサギ
2433,Lepus insularis,Hare,ウサギ
2434,Lepus mandshuricus,Hare,ウサギ
2435,Lepus nigricollis,Hare,ウサギ
2436,Lepus oiostolus,Hare,ウサギ
2437,Lepus othus,Hare,ウサギ
2438,Lepus peguensis,Hare,ウサギ
2439,Lepus saharae,Hare,ウサギ
2440,Lepus saxatilis,Hare,ウサギ
2441,Lepus schlumbergeri,Hare,ウサギ
2442,Lepus sinensis,Hare,ウサギ
2443,Lepus starcki,Hare,ウサギ
2444,Lepus tibetanus,Hare,ウサギ
2445,Lepus timidus,Hare,ウサギ
2446,Lepus tolai,Hare,ウサギ
2447,Lepus townsendii,Hare,ウサギ
2448,Lepus victoriae,Hare,ウサギ
2449,Lepus yarkandensis,Hare,ウサギ
2450,Lestodelphys halli,None,なし
2451,Lestoros inca,None,なし
2452,Leucocephalophus adersi,None,なし
2453,Leucopleurus acutus,Dolphin,クジラ
2454,Liberiictis kuhni,None,なし
2455,Lichonycteris obscura,Bat,コウモリ
2456,Limnogale mergulus,None,なし
2457,Limnomys bryophilus,Mouse,ネズミ
2458,Limnomys sibuanus,Mouse,ネズミ
2459,Lionycteris spurrelli,Bat,コウモリ
2460,Lipotes vexillifer,Baiji,なし
2461,Lissodelphis borealis,Dolphin,イルカ
2462,Lissodelphis peronii,Dolphin,イルカ
2463,Litocranius walleri,Gerenuk,ガゼル
2464,Lobodon carcinophaga,Crabeater Seal,アザラシ
2465,Lonchophylla chocoana,Bat,コウモリ
2466,Lonchophylla concava,Bat,コウモリ
2467,Lonchophylla dekeyseri,Bat,コウモリ
2468,Lonchophylla handleyi,Bat,コウモリ
2469,Lonchophylla hesperia,Bat,コウモリ
2470,Lonchophylla mordax,Bat,コウモリ
2471,Lonchophylla orienticollina,Bat,コウモリ
2472,Lonchophylla robusta,Bat,コウモリ
2473,Lonchorhina aurita,Bat,コウモリ
2474,Lonchorhina inusitata,Bat,コウモリ
2475,Lonchorhina orinocensis,Bat,コウモリ
2476,Lonchothrix emiliae,None,ネズミ
2477,Lontra canadensis,River Otter,カワウソ
2478,Lontra felina,Otter,カワウソ
2479,Lontra longicaudis,Otter,カワウソ
2480,Lontra provocax,Otter,カワウソ
2481,Lophiomys imhausi,None,ヤマネコ
2482,Lophocebus albigena,Monkey,サル
2483,Lophocebus aterrimus,Monkey,サル
2484,Lophostoma brasiliense,Bat,コウモリ
2485,Lophostoma carrikeri,Bat,コウモリ
2486,Lophostoma evote,Bat,コウモリ
2487,Lophostoma occidentale,Bat,コウモリ
2488,Lophostoma schulzi,Bat,コウモリ
2489,Lophostoma silvicola,Bat,コウモリ
2490,Lophuromys angolensis,Mouse,ネズミ
2491,Lophuromys ansorgei,Mouse,ネズミ
2492,Lophuromys aquilus,Mouse,ネズミ
2493,Lophuromys brevicaudus,Mouse,ネズミ
2494,Lophuromys brunneus,Mouse,ネズミ
2495,Lophuromys chercherensis,Mouse,ネズミ
2496,Lophuromys chrysopus,Mouse,ネズミ
2497,Lophuromys dudui,Mouse,ネズミ
2498,Lophuromys flavopunctatus,Mouse,ネズミ
2499,Lophuromys kilonzoi,Mouse,ネズミ
2500,Lophuromys laticeps,Mouse,ネズミ
2501,Lophuromys machangui,Mouse,ネズミ
2502,Lophuromys makundii,Mouse,ネズミ
2503,Lophuromys melanonyx,Mouse,ネズミ
2504,Lophuromys menageshae,Mouse,ネズミ
2505,Lophuromys nudicaudus,Mouse,ネズミ
2506,Lophuromys pseudosikapusi,Mouse,ネズミ
2507,Lophuromys rahmi,Mouse,ネズミ
2508,Lophuromys sabuni,Mouse,ネズミ
2509,Lophuromys sikapusi,Mouse,ネズミ
2510,Lophuromys simensis,Mouse,ネズミ
2511,Lophuromys stanleyi,Mouse,ネズミ
2512,Lophuromys verhageni,Mouse,ネズミ
2513,Lophuromys woosnami,Mouse,ネズミ
2514,Lophuromys zena,Mouse,ネズミ
2515,Lorentzimys nouhuysi,Mouse,ネズミ
2516,Loris lydekkerianus,Loris,ロリス
2517,Loris tardigradus,Slow Loris,ロリス
2518,Loxodonta africana,Elephant,ゾウ
2519,Loxodonta cyclotis,Elephant,ゾウ
2520,Loxodontomys micropus,Mouse,ネズミ
2521,Lundomys molitor,Mouse,ネズミ
2522,Lutra lutra,Otter,カワウソ
2523,Lutra nippon,Otter,カワウソ
2524,Lutra sumatrana,Otter,カワウソ
2525,Lutreolina crassicaudata,Opossum,なし
2526,Lutreolina massoia,None,なし
2527,Lutrogale perspicillata,Otter,カワウソ
2528,Lycalopex culpaeus,Fox,キツネ
2529,Lycalopex fulvipes,Fox,キツネ
2530,Lycalopex griseus,Fox,キツネ
2531,Lycalopex gymnocercus,Fox,キツネ
2532,Lycalopex sechurae,Fox,キツネ
2533,Lycalopex vetulus,Fox,キツネ
2534,Lycaon pictus,African Wild Dog,イヌ
2535,Lyncodon patagonicus,Weasel,イタチ
2536,Lynx canadensis,Lynx,オオヤマネコ
2537,Lynx lynx,Lynx,オオヤマネコ
2538,Lynx pardinus,Lynx,オオヤマネコ
2539,Lynx rufus,Bobcat,オオヤマネコ
2540,Lyroderma lyra,Bat,コウモリ
2541,Macaca arctoides,Monkey,サル
2542,Macaca assamensis,Monkey,サル
2543,Macaca balantak,Monkey,サル
2544,Macaca brunnescens,Monkey,サル
2545,Macaca cyclopis,Monkey,サル
2546,Macaca fascicularis,Monkey,サル
2547,Macaca fuscata,Monkey,ニホンザル
2548,Macaca hecki,Monkey,サル
2549,Macaca leonina,Monkey,サル
2550,Macaca leucogenys,Monkey,サル
2551,Macaca maura,Monkey,サル
2552,Macaca mulatta,Rhesus Monkey,サル
2553,Macaca munzala,Monkey,サル
2554,Macaca nemestrina,Monkey,サル
2555,Macaca nigra,Monkey,サル
2556,Macaca nigrescens,Monkey,サル
2557,Macaca ochreata,Monkey,サル
2558,Macaca pagensis,Monkey,サル
2559,Macaca radiata,Monkey,サル
2560,Macaca siberu,Monkey,サル
2561,Macaca silenus,Monkey,サル
2562,Macaca sinica,Monkey,サル
2563,Macaca sylvanus,Barbary Macaque,サル
2564,Macaca thibetana,Monkey,サル
2565,Macaca tonkeana,Monkey,サル
2566,Macrauchenia patachonica,None,なし
2567,Macroderma gigas,Bat,コウモリ
2568,Macrogalidia musschenbroekii,None,なし
2569,Macroglossus minimus,Bat,コウモリ
2570,Macroglossus sobrinus,Bat,コウモリ
2571,Macronycteris commersonii,Bat,コウモリ
2572,Macronycteris cryptovalorona,Bat,コウモリ
2573,Macronycteris gigas,Bat,コウモリ
2574,Macronycteris vittatus,Bat,コウモリ
2575,Macrophyllum macrophyllum,Bat,コウモリ
2576,Macropus fuliginosus,Kangaroo,カンガルー
2577,Macropus giganteus,Kangaroo,カンガルー
2578,Macroscelides flavicaudatus,Elephant Shrew,なし
2579,Macroscelides micus,Elephant Shrew,なし
2580,Macroscelides proboscideus,Elephant Shrew,ゾウネズミ
2581,Macrotarsomys bastardi,Mouse,ネズミ
2582,Macrotarsomys ingens,Mouse,ネズミ
2583,Macrotis lagotis,Bilby,ビルビー
2584,Macrotis leucura,Bilby,なし
2585,Macrotus californicus,Bat,コウモリ
2586,Macrotus waterhousii,Bat,コウモリ
2587,Macruromys major,Rat,ネズミ
2588,Madoqua guentheri,Dik-dik,なし
2589,Madoqua kirkii,Dik-dik,なし
2590,Madoqua saltiana,Dik-dik,なし
2591,Makalata didelphoides,None,ネズミ
2592,Makalata macrura,None,ネズミ
2593,Malacomys cansdalei,Mouse,ネズミ
2594,Malacomys edwardsi,Mouse,ネズミ
2595,Malacomys longipes,Mouse,ネズミ
2596,Malacothrix typica,None,なし
2597,Mallomys aroaensis,Mouse,ネズミ
2598,Mallomys istapantap,Mouse,ネズミ
2599,Mallomys rothschildi,Rat,ネズミ
2600,Malpaisomys insularis,Mouse,ネズミ
2601,Mammelomys lanosus,Mouse,ネズミ
2602,Mammelomys rattoides,Rat,ネズミ
2603,Mammut americanum,Mastodon,マンモス
2604,Mammut pacificus,Mastodon,マンモス
2605,Mammuthus columbi,Columbian Mammoth,マンモス
2606,Mammuthus exilis,Mammoth,マンモス
2607,Mammuthus jeffersonii,Mammoth,マンモス
2608,Mammuthus primigenius,Woolly Mammoth,マンモス
2609,Mandrillus leucophaeus,Monkey,サル
2610,Mandrillus sphinx,Mandrill,マンドリル
2611,Manis aurita,Pangolin,センザンコウ
2612,Manis crassicaudata,Pangolin,センザンコウ
2613,Manis culionensis,Pangolin,センザンコウ
2614,Manis javanica,Pangolin,センザンコウ
2615,Manis mysteria,Pangolin,センザンコウ
2616,Manis pentadactyla,Pangolin,センザンコウ
2617,Margaretamys beccarii,Mouse,ネズミ
2618,Margaretamys christinae,Mouse,ネズミ
2619,Margaretamys elegans,Mouse,ネズミ
2620,Margaretamys parvus,Mouse,ネズミ
2621,Marmosa alstoni,Mouse,ネズミ
2622,Marmosa andersoni,Mouse,なし
2623,Marmosa budini,Mouse,なし
2624,Marmosa constantiae,Mouse,なし
2625,Marmosa demerarae,Mouse Opossum,なし
2626,Marmosa germana,Mouse Opossum,なし
2627,Marmosa jansae,Mouse,ネズミ
2628,Marmosa lepida,Mouse Opossum,ネズミ
2629,Marmosa limae,Mouse,なし
2630,Marmosa meridae,Mouse,ネズミ
2631,Marmosa mexicana,Mouse,ネズミ
2632,Marmosa murina,Mouse Opossum,ネズミ
2633,Marmosa paraguayana,Mouse Opossum,ネズミ
